,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary
1694,0.1,0.87,6,248,4,0,0,sales,low
3290,0.58,0.75,4,233,2,0,0,marketing,low
3329,0.91,0.9,4,174,3,0,0,support,low
3265,0.66,0.8,4,183,2,1,0,technical,medium
14385,0.7,0.53,2,274,4,0,0,sales,low
13756,0.58,0.79,3,243,3,1,0,sales,medium
907,0.09,0.86,6,291,4,0,0,product_mng,low
10974,0.37,0.86,6,260,3,0,0,technical,medium
8906,0.87,0.65,3,212,3,1,0,support,low
7415,0.77,0.49,3,265,3,0,0,sales,medium
334,0.1,0.81,6,290,4,0,0,accounting,medium
1843,0.41,0.49,2,147,3,0,0,sales,low
9889,0.59,0.76,3,264,3,0,0,technical,medium
10855,0.77,0.83,3,175,3,0,1,sales,medium
2001,0.82,0.67,2,202,3,0,0,sales,low
7495,0.5,0.96,4,274,3,0,0,sales,low
11739,0.9,0.58,3,244,8,0,0,sales,low
12231,0.92,0.99,5,255,6,0,0,sales,low
3203,0.48,0.95,3,184,2,0,0,RandD,high
12720,0.42,0.49,2,139,3,0,0,hr,low
2559,0.87,0.75,3,132,3,0,0,technical,medium
9421,0.69,0.75,4,249,4,0,0,hr,medium
5582,0.66,0.99,4,209,3,0,0,sales,medium
8025,0.68,0.93,4,179,2,0,0,sales,medium
6890,0.52,0.82,2,242,3,0,0,sales,medium
5276,0.86,0.81,4,179,3,0,0,sales,medium
9842,0.36,0.68,2,126,4,0,0,marketing,high
10629,0.38,0.5,3,196,3,0,0,sales,medium
14311,0.38,0.52,2,154,3,0,0,sales,medium
4398,0.44,0.45,3,133,2,1,0,support,medium
3522,0.74,0.89,3,160,2,0,0,sales,low
160,0.1,0.95,7,301,4,0,0,marketing,low
6794,0.61,1.0,5,139,2,0,0,sales,medium
10657,0.81,0.86,4,213,3,0,0,support,low
13840,0.66,0.65,3,272,10,0,0,IT,medium
6114,0.95,0.7,4,139,3,0,0,marketing,low
7162,0.99,0.71,3,191,3,0,0,IT,low
5913,0.55,0.5,4,179,3,0,0,technical,low
3349,0.93,0.67,5,237,4,0,0,product_mng,low
11025,0.67,0.68,4,171,3,0,0,sales,low
11290,0.18,0.61,5,174,6,0,0,sales,medium
5802,0.89,0.93,4,141,2,0,0,marketing,low
13113,0.76,0.92,3,176,2,0,0,IT,medium
4222,0.98,0.87,4,152,2,0,0,sales,high
8808,0.33,0.95,4,280,3,0,0,accounting,medium
2788,0.16,0.97,6,235,3,0,0,technical,low
1957,0.76,0.83,6,293,6,0,0,support,low
7025,0.93,1.0,4,145,3,0,0,accounting,medium
8088,0.63,0.59,4,171,4,0,0,RandD,low
1692,0.45,0.47,2,150,3,0,0,sales,low
2374,0.57,0.85,4,164,3,0,0,sales,low
11093,0.45,0.63,5,111,5,0,0,management,medium
10464,0.24,0.7,6,153,5,1,0,marketing,low
2792,0.96,0.92,4,148,3,0,0,technical,medium
1334,0.44,0.53,2,147,3,0,0,technical,low
1986,0.84,0.82,5,240,5,0,0,accounting,medium
2519,0.51,0.92,3,224,3,0,0,accounting,medium
5568,0.71,0.85,4,157,2,0,0,RandD,low
8134,0.72,0.88,3,236,3,0,0,technical,low
3677,0.83,0.94,5,156,3,1,0,sales,low
8295,0.81,0.92,3,251,3,1,0,support,medium
13768,0.97,0.54,3,154,8,1,0,sales,medium
9011,0.17,0.76,4,199,5,0,0,management,medium
6586,0.15,0.74,6,178,3,0,0,sales,low
7408,0.69,0.61,4,260,4,0,0,technical,medium
442,0.77,1.0,5,229,5,0,0,management,low
4758,0.95,0.56,5,194,2,0,0,sales,high
8597,0.71,0.65,3,190,3,0,0,support,low
12678,0.43,0.47,2,158,3,0,0,product_mng,low
6205,0.55,0.96,4,267,3,0,0,sales,medium
6445,0.5,0.52,5,137,3,1,0,technical,medium
1684,0.38,0.49,2,128,3,0,0,technical,low
11592,0.95,0.84,3,240,7,0,0,sales,medium
13595,0.43,0.38,3,119,2,0,0,sales,low
8121,0.5,0.97,4,217,3,0,0,hr,low
5871,0.85,0.81,2,223,3,1,0,product_mng,low
1514,0.1,0.68,3,179,3,0,0,IT,medium
2541,0.83,0.93,5,241,3,0,0,sales,low
2171,0.64,0.6,3,143,3,0,0,technical,medium
4879,0.43,0.62,2,180,3,0,0,RandD,low
6521,0.72,0.83,3,132,2,0,0,technical,medium
5224,0.7,0.63,3,209,3,0,0,technical,low
12058,0.38,0.54,2,128,3,0,0,technical,low
14628,0.11,0.9,6,264,4,0,0,technical,medium
2253,0.22,0.52,6,175,4,0,0,technical,medium
3087,0.17,0.76,4,280,5,0,0,hr,low
822,0.41,0.5,2,128,3,0,0,management,low
12965,0.7,0.73,4,182,3,0,0,IT,medium
2940,0.54,0.98,3,197,3,0,0,technical,low
8245,0.5,0.59,3,192,2,0,0,sales,low
3092,0.61,0.71,4,243,3,1,0,technical,low
8913,0.2,0.5,6,282,6,1,0,technical,low
6782,0.66,0.85,5,271,4,0,0,product_mng,low
3750,0.93,0.63,4,233,2,0,0,sales,low
9300,0.91,0.79,4,166,3,0,0,product_mng,medium
10826,0.87,0.48,4,264,3,0,0,IT,medium
8474,0.21,0.65,4,276,6,0,0,marketing,high
7368,0.73,0.91,4,248,2,1,0,technical,medium
5544,0.52,0.86,5,256,3,0,0,support,medium
8747,0.71,1.0,3,181,4,0,0,technical,medium
6559,0.22,0.67,6,175,5,0,0,RandD,medium
1750,0.88,0.97,4,255,5,1,0,IT,low
6199,0.81,0.51,4,271,2,0,0,sales,low
3518,0.15,0.76,5,277,4,0,0,marketing,low
7942,0.81,0.52,4,221,6,0,0,marketing,high
7510,0.96,0.72,4,228,2,0,0,accounting,high
11658,0.66,0.78,4,161,6,0,0,IT,low
2822,0.82,0.99,5,252,3,1,0,RandD,low
12219,0.89,0.87,5,225,5,0,0,product_mng,low
14798,0.8,0.83,2,211,3,0,0,support,low
14921,0.1,0.86,6,283,4,0,0,support,low
189,0.44,0.51,2,156,3,0,0,technical,high
8649,0.58,0.88,5,178,4,0,0,sales,medium
6931,0.61,0.67,3,188,5,0,0,IT,low
9393,0.96,0.94,3,182,3,0,0,marketing,high
6548,0.48,0.87,3,267,2,0,0,IT,low
13696,0.71,0.53,4,196,2,1,0,sales,low
671,0.11,0.94,6,264,4,0,0,IT,low
12137,0.42,0.48,2,129,3,0,0,management,low
14361,0.11,0.91,6,278,4,0,0,marketing,low
13544,0.49,0.94,3,144,3,1,0,technical,medium
9986,0.55,0.84,4,200,4,0,0,IT,low
8856,0.6,0.7,4,265,4,1,0,accounting,medium
14578,0.4,0.56,2,131,3,0,0,IT,low
7742,0.89,0.79,4,152,3,0,0,hr,low
250,0.79,0.87,5,261,5,0,0,sales,low
8557,0.6,0.77,4,163,3,1,0,marketing,low
11940,0.53,0.74,3,172,10,0,1,management,high
3176,0.56,0.68,4,220,2,0,0,support,medium
5452,0.5,0.73,4,271,2,0,0,hr,low
9893,0.85,0.65,4,162,2,0,0,technical,medium
3620,0.62,0.68,5,265,3,0,0,hr,medium
10060,0.74,1.0,4,242,2,0,0,management,low
7926,0.66,0.89,4,139,3,0,0,product_mng,medium
7948,0.77,0.48,3,204,6,0,0,sales,high
5241,0.88,0.45,5,274,2,1,0,support,medium
5967,0.18,0.39,2,177,6,0,0,sales,medium
2614,0.88,0.6,4,224,2,0,0,sales,low
1501,0.39,0.48,2,151,3,0,0,support,low
14426,0.36,0.51,2,155,3,0,0,IT,low
5539,0.73,0.49,4,200,2,1,0,technical,low
12648,0.45,0.54,2,129,3,0,0,technical,medium
12780,0.44,0.65,3,271,4,0,0,sales,low
8356,0.95,0.43,6,283,2,0,0,technical,low
14663,0.1,0.87,6,286,4,0,0,IT,medium
3876,0.54,0.53,4,183,3,0,0,IT,low
8986,0.91,0.53,2,273,3,0,0,support,low
5367,0.92,0.58,3,261,3,1,0,sales,medium
10625,0.54,0.74,2,166,3,0,0,sales,medium
5872,0.85,0.74,5,170,4,0,0,IT,low
9877,0.71,0.68,4,208,2,0,0,accounting,high
12421,0.1,0.94,6,287,4,0,0,technical,medium
5779,0.56,0.64,5,241,3,1,0,support,medium
14620,0.82,0.98,4,233,5,0,0,sales,low
4025,0.12,0.58,3,241,2,0,0,technical,low
8522,0.31,0.53,2,146,3,1,0,support,low
7549,0.18,0.73,6,225,4,0,0,product_mng,low
10939,0.52,0.63,3,233,3,0,1,sales,medium
2884,0.75,0.78,2,251,6,0,0,technical,medium
13413,0.17,0.57,4,116,3,0,0,sales,medium
751,0.46,0.45,2,138,3,0,1,IT,low
3357,0.71,0.69,4,180,3,1,0,RandD,medium
4948,0.59,0.77,3,169,3,0,0,IT,low
10017,0.89,0.84,6,196,4,0,0,sales,medium
2553,0.51,0.51,4,204,2,0,0,technical,low
9335,0.69,0.84,3,154,2,0,0,sales,low
6711,0.76,0.62,4,190,3,0,0,RandD,medium
8531,0.96,0.85,3,168,3,0,0,technical,medium
8686,0.6,0.6,4,197,3,0,0,management,medium
5407,0.49,0.74,3,229,3,1,0,IT,low
8620,0.74,0.61,3,228,2,1,0,IT,low
5719,0.78,1.0,4,154,2,0,0,IT,low
12072,0.45,0.49,2,149,3,0,0,product_mng,high
3157,0.51,0.63,3,183,2,0,0,sales,medium
10685,0.73,0.62,4,247,4,0,0,sales,low
14796,0.4,0.51,2,139,3,0,0,support,low
6213,0.9,0.8,4,240,3,0,0,hr,medium
11565,0.96,0.97,6,137,10,0,0,sales,low
11982,0.73,0.67,2,139,8,0,0,sales,medium
5372,0.55,0.6,3,145,4,0,0,accounting,low
11888,0.7,0.54,3,194,2,1,0,IT,low
5191,0.52,0.96,4,246,3,0,0,support,low
560,0.09,0.86,6,279,4,0,0,sales,low
10940,0.95,0.84,3,270,3,1,1,sales,medium
11970,0.14,0.38,5,115,6,1,0,marketing,high
4715,0.63,0.57,5,160,2,0,0,technical,low
2921,0.79,0.89,4,240,3,0,0,sales,medium
613,0.81,0.97,5,243,5,0,0,support,medium
12839,0.65,0.75,3,214,3,0,0,sales,medium
8224,0.4,0.41,3,232,3,0,0,technical,medium
11959,0.85,0.64,5,256,7,0,0,product_mng,low
11189,0.48,0.67,3,183,2,0,0,technical,low
12747,0.43,0.51,2,130,3,0,0,IT,low
11628,0.57,0.75,4,249,10,0,0,product_mng,medium
14410,0.77,0.94,5,226,6,0,0,support,low
13596,0.67,0.67,4,141,2,1,0,sales,low
9428,0.85,0.83,4,219,3,0,0,technical,low
1148,0.39,0.57,2,156,3,0,0,management,low
9781,0.42,0.5,2,151,3,0,0,sales,low
12383,0.38,0.51,2,159,3,0,0,sales,medium
3488,0.74,0.62,4,272,2,0,0,support,low
13907,0.73,0.94,3,177,3,0,0,technical,low
11470,0.48,0.9,4,208,3,0,0,sales,low
7559,0.52,0.7,3,257,3,0,0,support,low
13018,0.9,0.65,3,254,2,0,0,support,high
13856,0.76,0.85,3,180,7,0,0,sales,medium
4979,0.67,0.36,4,97,4,0,0,sales,medium
14010,0.72,0.71,4,256,3,0,1,sales,medium
8861,0.67,0.55,5,239,2,0,0,marketing,medium
6909,0.47,0.47,4,191,3,0,0,technical,medium
4876,0.8,0.93,3,260,3,0,0,product_mng,low
11095,0.87,0.92,4,263,3,0,0,management,medium
10119,0.97,0.93,2,160,6,0,0,technical,medium
13347,0.88,0.91,4,233,4,0,0,technical,high
14124,0.96,0.68,3,206,3,0,0,sales,medium
10579,0.52,0.79,4,234,3,0,0,support,low
13648,0.89,0.63,4,270,3,1,0,sales,medium
11196,0.22,0.7,2,274,10,0,0,sales,high
4205,0.99,0.69,3,206,2,0,0,marketing,medium
10906,1.0,0.73,5,189,3,1,0,product_mng,low
14310,0.9,1.0,5,221,6,0,0,sales,medium
11793,0.77,0.82,3,153,3,1,0,technical,medium
2304,0.51,0.53,3,201,2,0,0,sales,low
10620,0.39,0.37,5,156,4,0,0,sales,medium
12386,0.1,0.93,6,298,4,0,0,technical,medium
11306,0.26,0.99,5,184,5,0,0,hr,low
11564,0.66,0.5,3,139,10,1,0,sales,low
14029,0.66,0.6,3,210,2,0,0,sales,low
8038,0.86,0.57,4,183,3,0,0,sales,low
11194,0.61,0.89,3,242,10,0,0,sales,high
3578,0.66,0.92,2,102,4,0,0,product_mng,medium
349,0.4,0.46,2,149,3,0,0,technical,medium
2739,0.56,0.81,3,145,2,0,0,product_mng,low
780,0.44,0.65,3,271,4,0,0,sales,low
14085,0.73,0.9,3,274,2,0,0,support,high
13941,0.91,0.58,3,220,7,0,1,sales,low
10991,0.73,0.68,3,121,5,0,0,RandD,low
44,0.09,0.89,6,276,4,0,0,technical,low
6604,0.19,0.85,6,116,3,0,0,technical,low
5567,0.51,0.78,5,225,4,0,0,RandD,low
4600,0.71,0.68,4,228,2,0,0,sales,low
1408,0.39,0.53,2,136,3,0,0,hr,low
13208,0.51,0.58,4,140,2,1,0,product_mng,low
11062,0.94,0.95,5,170,3,0,0,support,medium
7824,0.66,0.62,2,159,3,1,0,technical,medium
6055,0.35,0.67,2,171,3,0,0,sales,medium
3022,0.82,0.63,4,232,4,0,0,technical,low
2988,0.99,0.76,4,204,2,0,0,sales,medium
3668,0.64,0.64,3,263,3,0,0,marketing,high
8689,0.61,0.7,4,175,3,1,0,IT,medium
2869,0.99,0.56,3,193,3,1,0,technical,medium
690,0.36,0.49,2,145,3,0,0,technical,medium
1651,0.11,0.85,7,244,4,0,0,support,low
1248,0.41,0.54,2,138,3,0,0,accounting,low
5351,0.76,0.97,3,271,3,0,0,sales,low
2953,0.67,0.7,5,159,3,1,0,support,medium
7000,0.56,0.76,3,207,2,0,0,support,medium
7644,0.5,0.54,2,269,2,1,0,sales,medium
14518,0.11,0.81,5,287,4,0,0,sales,low
7567,0.94,0.72,3,152,2,1,0,sales,medium
14962,0.78,0.66,3,164,3,0,0,sales,low
12781,0.91,0.96,4,232,5,0,0,sales,low
2200,0.89,0.53,5,272,3,0,0,IT,low
5548,0.21,0.63,5,226,3,0,0,support,medium
4374,0.6,0.79,5,217,2,0,0,sales,low
8614,0.68,0.69,4,176,3,1,0,IT,medium
8587,0.94,0.84,5,203,3,0,0,technical,low
9379,0.18,0.85,5,192,3,0,0,product_mng,high
13832,0.91,0.63,5,240,7,0,0,sales,medium
8260,0.42,0.8,4,279,6,0,0,sales,medium
10765,0.49,0.59,4,137,4,0,0,technical,high
9866,0.12,0.81,4,287,6,0,0,sales,medium
12740,0.1,0.89,7,291,4,0,0,support,medium
1415,0.2,0.9,6,138,3,0,0,technical,low
6866,0.89,0.51,3,249,3,0,0,RandD,medium
1644,0.83,1.0,5,224,5,0,0,technical,low
6138,0.53,0.84,4,219,2,0,0,hr,high
11612,0.58,0.99,3,207,10,0,0,technical,low
14799,0.87,0.9,5,258,5,0,0,support,low
13393,0.48,0.77,5,250,2,0,1,RandD,medium
1357,0.45,0.5,2,157,3,0,0,management,medium
10426,0.69,0.8,3,212,4,0,0,support,low
11702,0.87,0.9,3,174,2,0,0,IT,low
33,0.45,0.55,2,140,3,0,0,hr,low
14941,0.43,0.49,2,131,3,0,0,RandD,high
14959,0.59,1.0,2,155,5,0,0,sales,low
6149,0.75,0.91,4,243,3,0,0,technical,high
9699,0.75,0.92,3,160,3,1,0,technical,medium
1376,0.74,1.0,5,222,6,0,0,accounting,low
11166,0.48,0.77,6,274,6,0,0,product_mng,medium
14977,0.81,0.85,4,251,6,0,0,hr,medium
14020,0.93,0.51,4,110,3,0,0,product_mng,low
8422,0.64,0.53,3,281,3,0,0,sales,high
1841,0.84,1.0,5,242,5,0,0,sales,low
4046,0.71,0.96,4,144,4,0,0,sales,medium
12501,0.66,0.57,5,161,5,0,0,technical,high
11,0.11,0.81,6,305,4,0,0,sales,low
2816,0.95,0.45,3,225,2,0,0,product_mng,low
2571,0.78,0.82,4,143,3,0,0,support,medium
3881,0.88,0.67,5,141,2,0,0,product_mng,medium
7381,0.71,0.56,3,177,4,0,0,support,high
7705,0.44,0.61,3,147,4,0,0,RandD,low
10415,0.9,0.65,4,221,3,0,0,technical,low
5464,0.59,0.79,4,272,3,0,0,technical,low
3359,0.78,0.96,4,111,2,0,0,sales,high
14504,0.11,0.91,6,308,4,1,0,IT,low
12615,0.1,0.88,7,267,4,0,0,management,medium
14866,0.77,1.0,4,232,5,0,0,technical,medium
12046,0.4,0.55,2,147,3,0,0,support,low
13744,0.6,0.91,5,211,3,0,0,sales,low
72,0.45,0.49,2,149,3,0,0,product_mng,high
1347,0.1,0.96,6,292,4,0,0,support,medium
11471,0.84,0.66,3,209,2,0,0,sales,low
9870,0.96,0.86,2,163,3,0,0,sales,low
13569,0.73,0.77,3,233,3,0,0,sales,medium
12,0.84,0.92,4,234,5,0,0,sales,low
9056,0.74,0.85,2,189,3,0,0,support,low
14115,0.16,0.68,5,149,7,1,0,sales,medium
6266,0.72,0.81,4,200,2,0,0,marketing,low
11636,0.41,0.67,6,221,10,0,0,marketing,medium
9471,0.52,0.74,3,160,2,0,0,marketing,high
5592,0.49,0.99,3,199,3,0,0,sales,medium
8622,0.46,0.63,2,177,6,0,0,RandD,medium
4652,0.45,0.58,3,200,2,0,0,RandD,medium
13745,0.64,0.79,4,139,3,0,0,sales,low
11257,0.76,0.57,5,255,4,0,0,management,medium
6789,0.63,0.81,4,265,2,0,0,RandD,medium
10740,0.97,0.83,3,238,2,0,0,support,medium
14610,0.1,0.87,6,250,4,0,0,sales,low
1567,0.4,0.48,2,132,3,0,0,technical,low
10423,0.86,0.61,4,181,4,0,0,technical,low
9993,0.84,0.71,3,179,2,0,0,product_mng,low
4245,0.91,0.97,4,183,3,0,0,support,low
1849,0.45,0.53,2,159,3,0,0,sales,low
1029,0.1,0.82,6,272,4,0,0,technical,low
2126,0.73,0.52,4,162,3,0,0,product_mng,low
1307,0.44,0.5,2,135,3,0,0,sales,low
7023,0.52,0.61,5,162,3,0,0,marketing,high
3967,0.18,0.79,4,217,4,0,0,RandD,medium
4409,0.86,0.66,4,191,2,0,0,technical,low
8652,0.81,0.72,3,232,3,1,0,sales,medium
1245,0.1,0.93,6,288,4,0,0,sales,medium
2052,0.68,0.54,4,153,3,0,0,product_mng,medium
13436,0.82,0.49,5,203,6,0,0,technical,low
1045,0.4,0.57,2,128,3,0,0,support,medium
603,0.83,0.9,5,245,5,0,0,product_mng,low
8100,0.71,0.53,5,162,2,0,0,sales,low
9989,0.54,0.76,5,226,2,0,0,IT,low
8782,0.57,0.95,4,176,3,0,0,technical,high
587,0.8,0.83,2,211,3,0,0,support,low
5695,0.61,0.72,3,144,2,0,0,support,low
4643,0.73,0.98,4,160,3,0,0,IT,medium
12310,0.1,0.93,7,305,4,0,0,technical,medium
9558,0.81,0.89,4,166,2,1,0,sales,low
12733,0.38,0.45,2,129,3,0,0,support,medium
3803,0.69,0.93,3,233,3,0,0,IT,medium
10659,0.92,0.68,5,177,4,0,0,support,medium
1512,0.45,0.52,2,143,3,0,0,IT,medium
11171,0.65,0.91,4,243,5,1,0,IT,medium
8101,0.64,0.64,3,180,2,1,0,sales,low
12223,0.87,0.9,5,252,5,0,0,IT,low
902,0.36,0.55,2,152,3,0,0,IT,low
9807,0.5,0.8,6,201,5,0,0,technical,medium
13237,0.86,0.82,4,274,2,1,0,sales,low
14534,0.11,0.91,7,287,4,0,0,sales,low
5586,0.81,0.99,2,156,5,0,0,sales,medium
10112,0.17,0.77,4,151,6,0,0,technical,low
2227,0.61,0.95,4,174,4,0,0,sales,low
13376,0.54,0.68,6,249,5,0,0,product_mng,medium
8230,0.98,0.61,5,239,3,0,0,IT,low
13075,0.79,0.65,5,215,2,1,0,sales,medium
11516,0.71,0.97,5,208,8,1,0,management,medium
4099,0.5,0.85,4,272,2,0,0,support,medium
6016,0.76,0.59,3,201,6,1,0,IT,medium
11474,0.77,0.65,3,156,4,0,0,product_mng,medium
919,0.82,0.86,4,264,5,0,0,management,medium
8399,0.71,0.72,4,177,3,0,0,accounting,low
6755,0.99,0.92,3,154,3,0,0,technical,medium
6040,0.58,0.48,5,251,3,0,0,sales,medium
6378,0.67,0.83,3,260,3,0,0,technical,low
4400,0.8,0.73,5,135,3,0,0,support,medium
11950,0.49,0.88,4,244,3,0,0,sales,low
10964,0.52,0.43,3,176,3,0,0,support,low
954,0.4,0.46,2,131,3,0,0,technical,low
7623,0.52,0.9,3,133,3,0,0,product_mng,low
7262,0.96,0.6,5,182,5,0,0,sales,medium
11609,0.88,0.58,3,145,8,0,0,sales,low
11594,0.83,0.55,3,271,7,0,0,sales,medium
1115,0.42,0.46,2,131,3,0,0,support,medium
2836,0.54,0.64,3,250,3,0,0,sales,medium
7692,0.36,0.77,4,252,2,0,0,management,medium
14305,0.09,0.83,6,255,4,0,0,sales,low
10880,0.65,0.67,3,240,2,1,0,technical,low
6216,0.56,0.59,5,209,2,1,0,hr,high
8481,0.97,0.57,3,144,3,0,0,marketing,low
7621,0.9,0.54,3,272,2,0,0,IT,low
9806,0.66,0.51,3,192,3,0,0,technical,low
7001,0.63,0.81,3,215,3,0,0,support,medium
4708,0.81,0.97,3,247,3,0,0,support,medium
3216,0.87,0.75,4,218,2,0,0,sales,low
13732,0.77,0.63,4,236,7,0,0,IT,medium
10923,0.56,0.81,4,188,3,1,0,marketing,low
10417,0.99,0.98,4,169,3,1,0,technical,low
12818,0.75,0.59,3,117,3,1,0,RandD,medium
14889,0.36,0.51,2,130,3,0,0,sales,low
2939,0.54,0.64,2,219,3,0,0,technical,low
3366,0.67,0.6,3,157,3,0,0,marketing,low
12249,0.11,0.84,6,298,4,0,0,sales,low
12082,0.79,0.59,4,139,3,0,1,management,low
14806,0.09,0.87,5,263,4,0,0,IT,low
7169,0.21,0.98,6,208,5,1,0,product_mng,low
9195,0.69,0.89,2,220,3,0,0,technical,low
2212,0.91,0.89,4,197,4,0,0,marketing,medium
10241,0.98,0.58,5,186,3,0,0,sales,medium
10201,0.43,0.5,4,121,5,1,0,support,medium
5085,0.72,0.63,3,149,2,0,0,support,medium
10344,0.53,0.61,4,182,3,0,0,technical,low
3070,0.72,0.65,5,151,3,0,0,sales,medium
3860,0.88,0.89,2,160,4,0,0,support,low
2760,0.54,0.49,4,152,3,1,0,sales,medium
13360,0.28,0.44,4,170,2,0,0,support,low
13707,0.31,0.86,3,266,7,0,0,sales,low
3868,0.49,0.51,4,133,3,0,0,support,low
3800,0.8,0.6,5,234,2,0,0,IT,low
1706,0.41,0.54,2,133,3,0,0,sales,medium
9657,0.58,0.49,2,107,3,0,0,technical,medium
4425,0.37,0.9,3,229,6,0,0,RandD,medium
6771,0.51,0.8,4,257,2,0,0,support,low
11872,0.97,0.94,4,253,3,0,0,support,medium
6100,0.97,0.89,5,265,2,0,0,IT,low
9707,0.62,0.71,4,168,2,0,0,sales,high
140,0.09,0.96,6,245,4,0,0,IT,low
8663,0.44,0.58,4,152,3,0,0,technical,low
5492,0.37,0.46,3,173,6,0,0,RandD,medium
1650,0.77,0.98,4,238,6,0,0,support,low
10267,0.93,0.5,2,135,3,0,0,technical,high
7840,0.71,0.55,5,262,3,0,0,support,medium
3783,0.85,0.55,4,233,2,1,0,technical,low
6084,0.57,0.65,5,144,3,1,0,support,low
4728,0.2,0.53,3,149,4,0,1,RandD,low
7706,0.96,0.59,2,265,2,0,0,RandD,low
11883,0.86,0.83,4,208,3,1,0,IT,low
222,0.37,0.51,2,153,3,0,0,product_mng,low
9595,0.6,0.5,4,137,3,0,0,support,low
7646,0.81,0.84,3,216,3,0,0,sales,medium
2244,0.72,0.56,4,176,2,0,0,hr,medium
4786,0.73,0.93,4,162,2,1,0,support,medium
7542,0.88,0.89,4,135,3,0,0,IT,medium
3549,0.86,0.51,4,152,3,0,0,technical,low
7677,0.5,0.53,5,239,3,0,0,technical,medium
3462,0.87,0.74,3,209,3,0,0,accounting,medium
6020,0.54,0.49,3,203,3,1,0,product_mng,medium
7662,0.82,0.92,3,257,2,0,0,accounting,low
5475,0.64,0.75,4,170,3,0,0,support,medium
6309,0.94,0.66,5,219,3,0,0,support,low
2577,0.51,0.48,5,136,4,0,0,management,low
5139,0.58,0.75,4,255,3,0,0,sales,medium
13485,0.48,0.84,4,186,7,0,1,management,medium
4156,0.74,0.67,5,140,3,0,0,hr,medium
10144,0.81,0.68,3,236,2,0,0,product_mng,medium
13672,0.57,0.85,4,250,3,1,1,marketing,low
7470,0.77,0.7,3,145,2,0,0,product_mng,low
6784,0.89,0.52,4,243,5,0,0,product_mng,medium
11361,0.87,0.48,5,242,3,0,0,sales,medium
2658,0.76,0.98,2,111,2,0,0,IT,low
728,0.43,0.49,2,160,3,0,0,technical,medium
1601,0.68,0.62,5,198,5,1,0,RandD,low
617,0.83,0.95,4,251,5,0,0,marketing,medium
9510,0.94,0.77,3,201,3,0,0,support,low
14075,0.77,0.55,3,217,3,0,0,support,medium
12208,0.44,0.5,2,128,3,0,0,support,low
11459,0.84,0.73,4,197,3,0,1,technical,low
12021,0.38,0.55,2,147,3,0,0,sales,low
8739,0.69,0.82,4,137,2,1,0,technical,low
7715,0.3,0.53,3,210,6,0,0,marketing,medium
5166,0.79,0.9,3,152,4,0,0,support,medium
13906,0.81,0.78,3,165,3,0,0,technical,high
14239,0.41,0.46,2,128,3,0,0,accounting,low
13748,0.6,0.9,4,260,2,0,0,sales,medium
2877,0.51,0.65,4,269,3,0,0,support,medium
2104,0.17,0.73,5,258,4,0,0,technical,medium
8814,0.2,0.59,5,105,4,0,0,technical,high
6223,0.71,0.68,4,242,4,0,0,technical,low
805,0.36,0.62,4,237,2,0,0,technical,medium
14419,0.44,0.5,2,128,3,0,0,support,low
14291,0.45,0.54,2,140,3,0,0,support,low
13864,0.65,0.82,5,265,3,0,0,IT,low
1760,0.37,0.55,2,140,3,0,0,technical,low
11836,0.17,0.55,4,194,3,0,0,product_mng,low
4041,0.29,0.77,3,164,6,0,0,RandD,medium
12150,0.11,0.91,6,278,4,0,0,marketing,low
3811,0.95,0.61,3,164,3,0,0,RandD,medium
7129,0.98,0.74,4,202,3,0,0,accounting,low
11001,0.7,0.59,3,138,3,0,0,RandD,low
1389,0.4,0.49,2,151,3,0,0,sales,medium
14221,0.45,0.54,2,135,3,0,0,sales,low
12235,0.83,0.85,4,255,5,0,0,management,low
13913,0.87,0.9,3,174,2,0,0,IT,low
13940,0.93,0.7,5,231,7,0,1,sales,high
13027,0.78,0.54,3,161,3,0,0,support,medium
14336,0.11,0.92,6,260,4,0,0,support,low
755,0.37,0.48,2,160,3,0,0,product_mng,low
9269,0.68,0.74,3,227,2,0,0,technical,medium
4576,0.97,0.6,5,133,2,0,0,RandD,medium
988,0.74,0.89,5,259,5,0,0,RandD,low
5856,0.64,0.7,5,140,4,0,0,support,medium
14864,0.37,0.51,2,132,3,0,0,technical,medium
11250,0.5,0.77,3,265,3,0,0,IT,medium
11590,0.82,0.65,5,178,7,1,0,sales,medium
13766,0.98,0.44,4,154,6,1,0,sales,medium
2591,0.21,0.61,3,173,2,0,0,RandD,low
10745,0.84,0.86,3,199,3,0,0,IT,medium
1510,0.87,1.0,4,224,5,0,0,technical,medium
13947,0.23,0.77,5,272,2,0,0,sales,low
13001,0.38,0.52,2,171,3,0,0,accounting,medium
7765,0.36,0.61,4,166,4,0,0,technical,low
13584,0.42,0.45,3,227,3,0,0,sales,medium
2566,0.63,0.86,4,271,3,1,0,support,medium
971,0.72,1.0,5,264,5,0,0,technical,medium
317,0.37,0.46,2,153,3,0,0,sales,low
8843,0.8,0.57,3,162,2,0,0,IT,medium
11172,0.67,0.52,4,207,3,0,0,IT,medium
8837,0.81,0.52,4,274,3,0,0,technical,medium
1953,0.43,0.57,2,159,3,1,0,technical,low
8975,0.88,0.72,5,181,4,0,0,technical,low
4524,0.78,0.59,4,180,3,0,0,sales,low
11010,0.62,0.91,3,269,8,0,0,support,medium
